-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2021 
Location: Latitude  8.2739   Longitude 77.5674 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 261.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS50M,WS10M,T2M
2017,7,1,11,97.92,9.64,7.93,29.08
2017,7,1,12,97.85,10.64,8.73,28.76
2017,7,1,13,97.79,11.2,9.19,28.34
2017,7,1,14,97.74,11.45,9.34,27.89
2017,7,1,15,97.73,11.4,9.23,27.33
2017,7,1,16,97.73,10.77,8.63,26.4
2017,7,1,17,97.75,9.64,7.38,25.25
2017,7,1,18,97.81,8.93,6.35,24.37
2017,7,1,19,97.88,8.53,6.09,24.07
2017,7,1,20,97.94,8.41,6.03,23.93
2017,7,1,21,97.97,8.53,6.17,23.83
2017,7,1,22,97.98,8.41,6.09,23.81
2017,7,1,23,97.95,8.18,5.84,23.76
2017,7,2,0,97.9,8.19,5.84,23.65
2017,7,2,1,97.84,8.31,5.94,23.6
2017,7,2,2,97.81,8.06,5.71,23.63
2017,7,2,3,97.8,7.84,5.48,23.69
2017,7,2,4,97.8,7.54,5.15,23.76
2017,7,2,5,97.83,7.12,4.7,23.75
2017,7,2,6,97.9,6.81,5.06,24.26
2017,7,2,7,97.96,7.39,5.9,25.28
2017,7,2,8,98.02,9.12,7.3,26.73
2017,7,2,9,98.04,10.16,8.3,27.8
2017,7,2,10,98.02,10.42,8.6,28.4
2017,7,2,11,97.99,10.25,8.53,28.66
2017,7,2,12,97.93,10.06,8.39,28.36
2017,7,2,13,97.86,10.05,8.35,27.78
2017,7,2,14,97.8,10.26,8.42,27.12
2017,7,2,15,97.78,9.96,8.06,26.6
2017,7,2,16,97.82,9.13,7.31,26.0
2017,7,2,17,97.88,8.22,6.32,25.22
2017,7,2,18,97.93,7.71,5.59,24.53
2017,7,2,19,97.99,7.63,5.51,24.3
2017,7,2,20,98.05,7.79,5.64,24.13
2017,7,2,21,98.08,7.9,5.74,23.97
2017,7,2,22,98.07,7.74,5.67,23.87
2017,7,2,23,98.02,7.48,5.36,23.76
2017,7,3,0,97.95,7.31,5.17,23.69
2017,7,3,1,97.89,7.4,5.28,23.69
2017,7,3,2,97.84,7.39,5.26,23.71
2017,7,3,3,97.84,7.08,4.91,23.68
2017,7,3,4,97.89,6.57,4.33,23.61
2017,7,3,5,97.97,6.15,3.85,23.54
2017,7,3,6,98.05,5.89,4.65,24.37
2017,7,3,7,98.11,7.03,5.7,25.74
2017,7,3,8,98.15,7.99,6.63,27.14
2017,7,3,9,98.14,8.7,7.32,28.35
2017,7,3,10,98.1,9.39,7.91,29.5
2017,7,3,11,98.02,10.06,8.45,30.33
2017,7,3,12,97.94,10.6,8.89,30.75
2017,7,3,13,97.87,11.02,9.21,30.58
2017,7,3,14,97.83,11.24,9.36,30.0
2017,7,3,15,97.83,11.34,9.36,29.12
2017,7,3,16,97.87,11.07,9.0,27.87
2017,7,3,17,97.93,10.1,7.99,26.42
2017,7,3,18,98.0,9.08,6.8,25.13
2017,7,3,19,98.07,8.84,6.53,24.57
2017,7,3,20,98.15,8.65,6.32,24.2
2017,7,3,21,98.17,8.41,6.15,23.9
2017,7,3,22,98.15,8.57,6.3,23.69
2017,7,3,23,98.07,8.96,6.62,23.55
2017,7,4,0,97.97,9.21,6.74,23.41
2017,7,4,1,97.9,8.97,6.43,23.25
2017,7,4,2,97.87,8.46,5.97,23.07
2017,7,4,3,97.87,7.61,5.25,22.79
2017,7,4,4,97.9,6.69,4.56,22.51
2017,7,4,5,97.96,5.74,3.61,22.27
2017,7,4,6,98.03,5.21,4.17,23.17
2017,7,4,7,98.08,5.93,4.89,24.73
2017,7,4,8,98.1,6.69,5.59,26.45
2017,7,4,9,98.09,7.15,6.02,28.08
2017,7,4,10,98.03,7.69,6.51,29.76
2017,7,4,11,97.96,8.18,6.98,31.06
2017,7,4,12,97.88,8.92,7.65,31.74
2017,7,4,13,97.81,9.78,8.35,31.74
2017,7,4,14,97.78,10.51,8.87,30.94
2017,7,4,15,97.79,10.78,8.99,29.65
2017,7,4,16,97.85,10.53,8.67,27.98
2017,7,4,17,97.93,9.4,7.55,26.5
2017,7,4,18,98.01,8.25,6.25,25.56
2017,7,4,19,98.07,7.52,5.64,25.12
2017,7,4,20,98.13,7.17,5.16,24.77
2017,7,4,21,98.13,6.87,4.9,24.44
2017,7,4,22,98.11,6.8,4.71,24.06
2017,7,4,23,98.04,6.82,4.62,23.79
2017,7,5,0,97.95,6.92,4.77,23.73
2017,7,5,1,97.89,6.96,4.72,23.68
2017,7,5,2,97.86,6.85,4.64,23.64
2017,7,5,3,97.87,6.58,4.39,23.58
2017,7,5,4,97.89,6.57,4.16,23.5
2017,7,5,5,97.93,6.87,4.38,23.54
2017,7,5,6,98.0,6.17,4.9,24.4
2017,7,5,7,98.07,7.17,5.82,25.98
2017,7,5,8,98.1,7.92,6.57,27.77
2017,7,5,9,98.1,8.38,7.04,29.51
2017,7,5,10,98.08,8.63,7.31,30.72
2017,7,5,11,98.05,8.88,7.55,31.45
2017,7,5,12,97.99,9.18,7.81,31.58
2017,7,5,13,97.93,9.42,7.97,31.07
2017,7,5,14,97.89,9.59,8.03,30.29
2017,7,5,15,97.88,9.66,7.99,29.3
2017,7,5,16,97.92,9.51,7.74,28.01
2017,7,5,17,97.97,8.25,6.57,26.79
2017,7,5,18,98.03,6.79,5.03,25.73
2017,7,5,19,98.07,6.56,4.78,25.22
2017,7,5,20,98.12,6.7,4.78,24.9
2017,7,5,21,98.16,6.74,4.69,24.71
2017,7,5,22,98.18,6.77,4.6,24.6
2017,7,5,23,98.13,6.92,4.71,24.48
2017,7,6,0,98.06,7.16,4.98,24.33
2017,7,6,1,97.99,7.5,5.36,24.23
2017,7,6,2,97.96,7.42,5.13,24.16
2017,7,6,3,97.93,7.53,5.2,24.08
2017,7,6,4,97.95,7.06,4.59,23.92
2017,7,6,5,97.99,6.88,4.34,23.82
2017,7,6,6,98.04,6.41,4.96,24.66
2017,7,6,7,98.11,7.05,5.59,25.87
2017,7,6,8,98.18,7.92,6.49,27.14
2017,7,6,9,98.18,8.57,7.14,28.12
2017,7,6,10,98.14,9.06,7.59,28.71
2017,7,6,11,98.06,9.51,7.91,28.72
2017,7,6,12,97.97,9.74,8.04,28.58
2017,7,6,13,97.89,9.64,7.95,28.55
2017,7,6,14,97.86,9.32,7.72,28.52
2017,7,6,15,97.86,9.01,7.41,27.95
2017,7,6,16,97.9,8.77,7.12,27.23
2017,7,6,17,97.97,7.59,5.94,26.13
2017,7,6,18,98.04,6.79,4.77,25.1
2017,7,6,19,98.11,6.84,4.82,24.76
2017,7,6,20,98.16,6.92,4.92,24.55
2017,7,6,21,98.19,7.08,5.06,24.38
2017,7,6,22,98.18,7.39,5.18,24.26
2017,7,6,23,98.13,8.15,5.7,24.13
2017,7,7,0,98.05,9.01,6.46,24.04
2017,7,7,1,97.96,9.4,6.87,23.88
2017,7,7,2,97.89,9.19,6.65,23.72
2017,7,7,3,97.88,8.33,5.89,23.54
2017,7,7,4,97.91,7.77,5.41,23.44
2017,7,7,5,97.96,7.31,5.08,23.41
2017,7,7,6,98.01,6.94,5.38,23.88
2017,7,7,7,98.05,7.71,6.24,25.08
2017,7,7,8,98.08,8.92,7.35,26.96
2017,7,7,9,98.08,9.6,8.01,28.69
2017,7,7,10,98.06,9.94,8.33,30.03
2017,7,7,11,97.99,10.15,8.54,30.7
2017,7,7,12,97.91,10.36,8.72,30.84
2017,7,7,13,97.86,10.58,8.89,30.4
2017,7,7,14,97.83,10.9,9.12,29.64
2017,7,7,15,97.83,11.01,9.15,28.51
2017,7,7,16,97.86,10.46,8.56,27.07
2017,7,7,17,97.92,9.15,7.25,25.52
2017,7,7,18,98.0,8.03,5.89,24.31
2017,7,7,19,98.08,7.58,5.48,23.87
2017,7,7,20,98.15,7.4,5.29,23.66
2017,7,7,21,98.17,7.61,5.56,23.52
2017,7,7,22,98.15,7.65,5.71,23.36
2017,7,7,23,98.08,7.45,5.49,23.22
2017,7,8,0,98.01,7.37,5.3,23.11
2017,7,8,1,97.95,7.44,5.25,23.01
2017,7,8,2,97.89,7.49,5.17,22.92
2017,7,8,3,97.88,7.24,4.8,22.85
2017,7,8,4,97.91,6.82,4.32,22.86
2017,7,8,5,97.96,6.67,4.23,22.99
2017,7,8,6,98.01,6.43,4.9,23.77
2017,7,8,7,98.07,6.6,5.32,24.76
2017,7,8,8,98.12,7.03,5.8,25.86
2017,7,8,9,98.12,7.56,6.27,27.22
2017,7,8,10,98.08,8.27,6.94,28.97
2017,7,8,11,98.01,8.76,7.42,30.3
2017,7,8,12,97.93,9.33,7.92,30.49
2017,7,8,13,97.85,9.87,8.39,30.32
2017,7,8,14,97.8,9.98,8.43,29.69
2017,7,8,15,97.81,9.72,8.09,28.34
2017,7,8,16,97.85,9.22,7.57,26.76
2017,7,8,17,97.93,8.27,6.66,25.37
2017,7,8,18,97.99,7.35,5.59,24.36
2017,7,8,19,98.05,7.09,5.34,23.96
2017,7,8,20,98.1,6.72,4.96,23.79
2017,7,8,21,98.12,6.86,5.02,23.64
2017,7,8,22,98.12,6.98,5.07,23.48
2017,7,8,23,98.08,7.05,5.07,23.31
2017,7,9,0,98.02,7.22,5.18,23.16
2017,7,9,1,97.94,7.56,5.45,23.01
2017,7,9,2,97.89,7.6,5.45,22.9
2017,7,9,3,97.89,7.69,5.49,22.8
2017,7,9,4,97.9,7.58,5.37,22.71
2017,7,9,5,97.95,7.33,5.15,22.65
2017,7,9,6,98.02,6.87,5.33,23.11
2017,7,9,7,98.11,7.03,5.7,23.85
2017,7,9,8,98.17,7.91,6.5,24.58
2017,7,9,9,98.17,8.7,7.21,25.34
2017,7,9,10,98.14,9.2,7.68,26.01
2017,7,9,11,98.08,9.43,7.92,26.61
2017,7,9,12,98.01,9.54,8.07,27.17
2017,7,9,13,97.92,9.74,8.28,27.73
2017,7,9,14,97.85,9.87,8.39,28.09
2017,7,9,15,97.84,9.79,8.19,27.39
2017,7,9,16,97.9,9.17,7.52,26.37
2017,7,9,17,97.98,7.8,6.16,25.26
2017,7,9,18,98.04,6.46,4.33,24.11
2017,7,9,19,98.11,6.02,3.8,23.67
2017,7,9,20,98.15,6.1,3.8,23.43
2017,7,9,21,98.18,5.76,3.65,23.19
2017,7,9,22,98.17,5.39,3.43,22.84
2017,7,9,23,98.1,5.36,3.41,22.55
2017,7,10,0,98.0,5.54,3.52,22.44
2017,7,10,1,97.95,5.42,3.09,22.28
2017,7,10,2,97.93,5.41,2.92,22.2
2017,7,10,3,97.92,5.39,3.05,22.45
2017,7,10,4,97.98,4.97,2.56,22.38
2017,7,10,5,98.04,5.02,2.6,22.44
2017,7,10,6,98.11,4.88,3.86,23.79
2017,7,10,7,98.18,6.88,5.6,25.51
2017,7,10,8,98.21,7.44,6.31,27.26
2017,7,10,9,98.21,7.5,6.45,28.94
2017,7,10,10,98.15,7.84,6.8,30.2
2017,7,10,11,98.08,8.21,7.13,30.55
2017,7,10,12,98.01,8.64,7.53,30.83
2017,7,10,13,97.93,8.99,7.83,30.81
2017,7,10,14,97.89,9.35,8.06,30.11
2017,7,10,15,97.87,9.74,8.26,28.9
2017,7,10,16,97.9,9.82,8.13,27.4
2017,7,10,17,97.94,8.93,7.16,25.95
2017,7,10,18,98.03,7.06,5.3,24.97
2017,7,10,19,98.1,6.9,5.07,24.51
2017,7,10,20,98.13,7.04,5.29,24.3
2017,7,10,21,98.16,6.93,5.22,24.18
2017,7,10,22,98.15,6.98,5.18,24.05
2017,7,10,23,98.1,6.98,5.09,23.89
2017,7,11,0,98.03,7.02,5.03,23.77
2017,7,11,1,97.97,7.22,5.15,23.69
2017,7,11,2,97.94,7.52,5.26,23.65
2017,7,11,3,97.95,7.53,5.2,23.59
2017,7,11,4,97.98,7.23,4.85,23.52
2017,7,11,5,98.04,7.06,4.74,23.44
2017,7,11,6,98.1,6.73,5.31,24.12
2017,7,11,7,98.15,7.99,6.47,25.45
2017,7,11,8,98.17,8.99,7.47,27.05
2017,7,11,9,98.14,9.54,7.93,28.06
2017,7,11,10,98.09,9.85,8.22,28.62
2017,7,11,11,98.04,10.04,8.42,29.08
2017,7,11,12,97.97,10.2,8.66,29.73
2017,7,11,13,97.91,10.43,8.87,29.55
2017,7,11,14,97.86,10.84,9.18,29.08
2017,7,11,15,97.85,10.95,9.19,28.17
2017,7,11,16,97.87,10.59,8.77,27.1
2017,7,11,17,97.91,9.92,7.98,25.85
2017,7,11,18,97.94,8.92,6.91,24.85
2017,7,11,19,98.0,8.55,6.44,24.44
2017,7,11,20,98.07,8.15,6.0,24.22
2017,7,11,21,98.12,7.64,5.5,24.06
2017,7,11,22,98.13,7.41,5.27,23.91
2017,7,11,23,98.09,7.27,5.15,23.76
2017,7,12,0,98.01,7.32,5.19,23.62
2017,7,12,1,97.93,7.21,5.19,23.45
2017,7,12,2,97.88,6.66,4.67,23.25
2017,7,12,3,97.88,5.93,3.8,23.06
2017,7,12,4,97.93,5.32,3.06,22.87
2017,7,12,5,97.97,4.94,2.65,22.62
2017,7,12,6,98.01,4.75,3.7,23.51
2017,7,12,7,98.06,5.33,4.42,24.83
2017,7,12,8,98.09,6.02,5.07,26.44
2017,7,12,9,98.08,6.48,5.49,28.1
2017,7,12,10,98.03,6.89,5.82,29.57
2017,7,12,11,97.96,7.28,6.17,30.69
2017,7,12,12,97.89,7.61,6.44,31.15
2017,7,12,13,97.82,7.73,6.52,31.07
2017,7,12,14,97.77,7.73,6.48,30.52
2017,7,12,15,97.77,7.8,6.49,29.75
2017,7,12,16,97.81,7.87,6.43,28.55
2017,7,12,17,97.87,7.62,6.05,26.92
2017,7,12,18,97.93,7.26,5.57,25.42
2017,7,12,19,98.0,6.88,5.27,24.77
2017,7,12,20,98.06,6.12,4.64,24.41
2017,7,12,21,98.1,5.83,4.14,24.16
2017,7,12,22,98.08,6.01,4.16,23.98
2017,7,12,23,98.03,6.22,4.22,23.83
2017,7,13,0,97.98,6.29,4.19,23.69
2017,7,13,1,97.92,6.25,4.14,23.55
2017,7,13,2,97.88,5.89,3.69,23.4
2017,7,13,3,97.87,5.89,3.35,23.18
2017,7,13,4,97.89,6.11,3.41,23.1
2017,7,13,5,97.92,6.2,3.5,23.15
2017,7,13,6,97.98,6.04,4.8,24.55
2017,7,13,7,98.03,7.45,6.14,26.15
2017,7,13,8,98.03,8.14,6.86,28.01
2017,7,13,9,98.01,8.61,7.29,29.4
2017,7,13,10,97.97,9.02,7.67,30.46
2017,7,13,11,97.91,9.32,7.95,30.95
2017,7,13,12,97.85,9.6,8.17,30.87
2017,7,13,13,97.81,9.81,8.32,30.33
2017,7,13,14,97.8,9.95,8.37,29.4
2017,7,13,15,97.81,9.81,8.17,28.4
2017,7,13,16,97.86,9.41,7.67,27.44
2017,7,13,17,97.92,8.5,6.74,26.32
2017,7,13,18,97.97,7.37,5.5,25.39
2017,7,13,19,98.05,7.07,5.12,24.94
2017,7,13,20,98.12,7.02,4.96,24.66
2017,7,13,21,98.15,6.96,4.81,24.4
2017,7,13,22,98.15,6.92,4.51,23.96
2017,7,13,23,98.1,7.04,4.48,23.47
2017,7,14,0,98.01,6.66,4.28,22.96
2017,7,14,1,97.92,6.55,4.16,22.6
2017,7,14,2,97.87,6.36,3.87,22.37
2017,7,14,3,97.87,5.85,3.21,22.11
2017,7,14,4,97.89,5.23,2.65,21.93
2017,7,14,5,97.93,4.71,2.34,21.91
2017,7,14,6,98.0,4.13,3.2,23.29
2017,7,14,7,98.05,4.95,4.1,24.59
2017,7,14,8,98.08,6.02,5.07,25.87
2017,7,14,9,98.11,6.46,5.45,27.19
2017,7,14,10,98.09,7.02,5.92,28.63
2017,7,14,11,98.05,7.75,6.6,30.01
2017,7,14,12,97.98,8.44,7.23,30.8
2017,7,14,13,97.91,8.93,7.65,30.81
2017,7,14,14,97.87,8.96,7.66,30.15
2017,7,14,15,97.87,8.51,7.23,29.01
2017,7,14,16,97.92,7.7,6.42,27.57
2017,7,14,17,97.99,6.55,5.3,26.11
2017,7,14,18,98.04,5.77,4.33,25.1
2017,7,14,19,98.1,5.71,4.29,24.84
2017,7,14,20,98.15,5.67,4.15,24.67
2017,7,14,21,98.18,5.5,3.89,24.44
2017,7,14,22,98.18,5.29,3.47,24.12
2017,7,14,23,98.14,5.31,3.41,23.98
2017,7,15,0,98.08,5.11,3.1,23.8
2017,7,15,1,98.03,4.8,2.62,23.54
2017,7,15,2,98.0,4.57,2.33,23.3
2017,7,15,3,97.99,4.47,2.25,23.12
2017,7,15,4,98.01,4.48,2.25,23.04
2017,7,15,5,98.03,4.46,2.3,23.08
2017,7,15,6,98.08,4.31,3.44,24.24
2017,7,15,7,98.15,5.3,4.46,25.69
2017,7,15,8,98.17,5.99,5.1,27.12
2017,7,15,9,98.16,6.63,5.63,28.2
2017,7,15,10,98.12,7.34,6.19,28.83
2017,7,15,11,98.05,7.98,6.72,29.05
2017,7,15,12,97.98,8.67,7.29,28.86
2017,7,15,13,97.91,9.4,7.84,28.4
2017,7,15,14,97.86,9.83,8.15,27.81
2017,7,15,15,97.86,9.72,7.98,27.1
2017,7,15,16,97.9,9.14,7.36,26.41
2017,7,15,17,97.96,7.86,6.12,25.67
2017,7,15,18,98.02,7.25,5.33,25.12
2017,7,15,19,98.1,6.64,4.74,24.85
2017,7,15,20,98.16,6.5,4.55,24.69
2017,7,15,21,98.17,6.53,4.58,24.59
2017,7,15,22,98.15,6.81,4.83,24.5
2017,7,15,23,98.05,7.7,5.56,24.43
2017,7,16,0,97.94,8.08,6.0,24.37
2017,7,16,1,97.85,7.95,5.74,24.3
2017,7,16,2,97.81,7.72,5.49,24.24
2017,7,16,3,97.84,6.94,4.64,23.99
2017,7,16,4,97.87,6.75,4.24,23.8
2017,7,16,5,97.91,6.71,4.31,23.81
2017,7,16,6,97.95,6.22,4.94,24.65
2017,7,16,7,98.01,7.45,6.04,25.97
2017,7,16,8,98.04,8.0,6.72,27.48
2017,7,16,9,98.03,8.41,7.11,28.79
2017,7,16,10,97.99,8.82,7.46,29.56
2017,7,16,11,97.94,9.2,7.75,29.69
2017,7,16,12,97.88,9.63,8.06,29.33
2017,7,16,13,97.81,10.01,8.32,28.77
2017,7,16,14,97.77,10.16,8.39,28.12
2017,7,16,15,97.75,9.75,7.99,27.34
2017,7,16,16,97.78,9.0,7.28,26.58
2017,7,16,17,97.83,7.58,5.92,25.76
2017,7,16,18,97.89,6.54,4.77,24.97
2017,7,16,19,97.96,6.54,4.73,24.65
2017,7,16,20,98.0,6.72,4.86,24.52
2017,7,16,21,98.04,6.46,4.5,24.3
2017,7,16,22,98.02,6.3,4.27,23.99
2017,7,16,23,97.96,6.18,4.08,23.83
2017,7,17,0,97.9,6.23,4.09,23.77
2017,7,17,1,97.83,6.3,4.14,23.73
2017,7,17,2,97.79,6.23,3.89,23.62
2017,7,17,3,97.79,6.21,3.75,23.51
2017,7,17,4,97.83,6.2,3.67,23.44
2017,7,17,5,97.88,6.17,3.65,23.43
2017,7,17,6,97.93,5.85,4.6,24.43
2017,7,17,7,98.0,6.79,5.53,25.72
2017,7,17,8,98.04,7.5,6.27,27.09
2017,7,17,9,98.01,8.22,6.93,28.35
2017,7,17,10,97.95,8.81,7.47,29.39
2017,7,17,11,97.87,9.42,7.99,29.9
2017,7,17,12,97.81,9.82,8.31,29.65
2017,7,17,13,97.75,10.09,8.49,28.95
2017,7,17,14,97.72,10.24,8.55,28.27
2017,7,17,15,97.71,10.17,8.38,27.57
2017,7,17,16,97.75,9.6,7.78,26.79
2017,7,17,17,97.81,8.08,6.49,25.77
2017,7,17,18,97.88,7.09,5.42,24.89
2017,7,17,19,97.95,7.17,5.37,24.63
2017,7,17,20,98.01,7.23,5.3,24.56
2017,7,17,21,98.04,7.05,5.06,24.49
2017,7,17,22,98.03,6.8,4.76,24.35
2017,7,17,23,97.98,6.77,4.71,24.25
2017,7,18,0,97.92,6.81,4.71,24.15
2017,7,18,1,97.86,6.88,4.76,24.07
2017,7,18,2,97.82,6.77,4.59,24.0
2017,7,18,3,97.82,6.53,4.28,23.94
2017,7,18,4,97.84,6.33,4.0,23.89
2017,7,18,5,97.88,6.22,3.84,23.87
2017,7,18,6,97.94,5.99,4.66,24.72
2017,7,18,7,98.01,7.02,5.62,25.96
2017,7,18,8,98.05,8.17,6.68,27.25
2017,7,18,9,98.06,8.99,7.45,28.38
2017,7,18,10,98.03,9.61,8.03,29.24
2017,7,18,11,97.97,10.23,8.57,29.57
2017,7,18,12,97.9,10.7,8.92,29.29
2017,7,18,13,97.84,10.9,9.02,28.74
2017,7,18,14,97.8,10.62,8.72,28.12
2017,7,18,15,97.8,10.04,8.15,27.46
2017,7,18,16,97.84,9.22,7.37,26.7
2017,7,18,17,97.88,7.82,6.07,25.76
2017,7,18,18,97.93,7.59,5.5,25.08
2017,7,18,19,97.99,7.52,5.48,24.94
2017,7,18,20,98.04,7.49,5.36,24.87
2017,7,18,21,98.08,7.41,5.19,24.78
2017,7,18,22,98.07,7.31,5.06,24.69
2017,7,18,23,98.01,7.29,5.02,24.59
2017,7,19,0,97.92,7.15,4.83,24.47
2017,7,19,1,97.87,6.91,4.48,24.33
2017,7,19,2,97.85,6.5,3.95,24.17
2017,7,19,3,97.87,6.3,3.69,24.07
2017,7,19,4,97.9,6.43,3.81,24.01
2017,7,19,5,97.94,6.26,3.75,24.04
2017,7,19,6,97.99,6.49,4.79,24.74
2017,7,19,7,98.05,7.39,5.82,25.54
2017,7,19,8,98.11,8.34,6.74,26.51
2017,7,19,9,98.09,9.01,7.42,27.55
2017,7,19,10,98.04,9.55,7.93,28.38
2017,7,19,11,97.96,10.07,8.42,29.3
2017,7,19,12,97.87,10.33,8.66,29.96
2017,7,19,13,97.81,10.7,8.97,30.12
2017,7,19,14,97.75,11.05,9.19,29.56
2017,7,19,15,97.74,10.59,8.67,28.33
2017,7,19,16,97.79,9.37,7.57,27.18
2017,7,19,17,97.89,7.63,6.09,26.13
2017,7,19,18,97.96,6.36,4.65,25.19
2017,7,19,19,98.0,6.8,4.94,24.9
2017,7,19,20,98.05,7.2,5.17,24.81
2017,7,19,21,98.09,7.11,5.0,24.74
2017,7,19,22,98.08,6.64,4.76,24.6
2017,7,19,23,98.0,6.32,4.42,24.52
2017,7,20,0,97.93,6.25,4.25,24.48
2017,7,20,1,97.89,6.16,4.05,24.41
2017,7,20,2,97.86,6.4,4.2,24.33
2017,7,20,3,97.84,6.58,4.37,24.28
2017,7,20,4,97.86,6.49,4.25,24.25
2017,7,20,5,97.89,6.48,4.24,24.27
2017,7,20,6,97.94,6.33,4.86,24.85
2017,7,20,7,97.99,7.7,6.15,25.74
2017,7,20,8,98.04,8.26,6.81,26.98
2017,7,20,9,98.05,8.44,7.05,28.27
2017,7,20,10,98.0,8.88,7.48,29.25
2017,7,20,11,97.92,9.5,8.04,29.91
2017,7,20,12,97.84,10.01,8.45,30.15
2017,7,20,13,97.79,10.06,8.49,30.07
2017,7,20,14,97.78,10.02,8.39,29.52
2017,7,20,15,97.78,10.01,8.27,28.74
2017,7,20,16,97.81,9.56,7.77,27.9
2017,7,20,17,97.87,8.27,6.6,26.69
2017,7,20,18,97.93,7.6,5.84,25.67
2017,7,20,19,97.99,7.24,5.63,25.17
2017,7,20,20,98.05,7.33,5.62,24.9
2017,7,20,21,98.09,7.76,5.94,24.68
2017,7,20,22,98.12,8.32,6.33,24.29
2017,7,20,23,98.12,8.94,6.74,23.8
2017,7,21,0,98.09,8.62,6.44,23.26
2017,7,21,1,98.01,7.66,5.47,22.83
2017,7,21,2,97.96,6.02,4.12,22.48
2017,7,21,3,97.96,5.3,3.46,22.33
2017,7,21,4,97.98,5.14,3.21,22.36
2017,7,21,5,98.01,4.72,2.59,22.32
2017,7,21,6,98.05,4.04,3.06,23.12
2017,7,21,7,98.11,5.21,4.14,24.58
2017,7,21,8,98.15,7.43,5.88,26.87
2017,7,21,9,98.14,8.62,7.06,28.27
2017,7,21,10,98.09,9.18,7.67,28.85
2017,7,21,11,98.02,9.36,7.92,29.65
2017,7,21,12,97.95,9.64,8.17,30.01
2017,7,21,13,97.87,9.97,8.46,29.94
2017,7,21,14,97.83,10.22,8.66,29.67
2017,7,21,15,97.81,10.3,8.65,28.98
2017,7,21,16,97.84,10.07,8.3,27.76
2017,7,21,17,97.9,8.89,7.11,26.22
2017,7,21,18,97.98,7.42,5.49,25.22
2017,7,21,19,98.07,6.57,4.88,24.87
2017,7,21,20,98.11,6.14,4.48,24.5
2017,7,21,21,98.13,6.21,4.45,24.23
2017,7,21,22,98.12,6.12,4.36,24.11
2017,7,21,23,98.07,6.0,4.21,23.99
2017,7,22,0,98.02,5.97,4.19,23.89
2017,7,22,1,97.96,5.92,4.12,23.77
2017,7,22,2,97.93,5.85,4.02,23.69
2017,7,22,3,97.91,6.0,4.18,23.67
2017,7,22,4,97.91,5.93,4.15,23.62
2017,7,22,5,97.91,5.72,3.79,23.54
2017,7,22,6,97.96,5.2,4.16,24.25
2017,7,22,7,98.05,6.61,5.36,25.79
2017,7,22,8,98.09,7.35,6.16,27.82
2017,7,22,9,98.08,8.13,6.88,29.6
2017,7,22,10,98.01,8.59,7.33,31.15
2017,7,22,11,97.94,8.7,7.47,32.16
2017,7,22,12,97.88,8.92,7.69,32.52
2017,7,22,13,97.82,9.24,7.96,32.35
2017,7,22,14,97.78,9.58,8.2,31.63
2017,7,22,15,97.78,9.85,8.32,30.34
2017,7,22,16,97.84,9.77,8.09,28.68
2017,7,22,17,97.9,8.98,7.26,27.08
2017,7,22,18,97.95,7.39,5.8,25.96
2017,7,22,19,97.99,6.76,5.3,25.5
2017,7,22,20,98.05,6.67,5.09,25.27
2017,7,22,21,98.09,6.58,4.86,25.17
2017,7,22,22,98.08,6.56,4.83,25.08
2017,7,22,23,98.04,6.73,4.92,24.91
2017,7,23,0,97.96,6.62,4.79,24.69
2017,7,23,1,97.89,6.28,4.4,24.54
2017,7,23,2,97.87,5.77,3.8,24.45
2017,7,23,3,97.88,5.39,3.27,24.32
2017,7,23,4,97.89,5.5,3.31,24.23
2017,7,23,5,97.9,5.68,3.5,24.16
2017,7,23,6,97.94,5.48,4.26,24.83
2017,7,23,7,98.01,6.27,5.12,26.03
2017,7,23,8,98.05,7.04,5.85,27.42
2017,7,23,9,98.04,7.56,6.32,28.65
2017,7,23,10,97.99,7.9,6.62,29.45
2017,7,23,11,97.93,8.05,6.74,29.62
2017,7,23,12,97.86,8.25,6.94,29.77
2017,7,23,13,97.8,8.54,7.21,29.88
2017,7,23,14,97.76,8.72,7.35,29.62
2017,7,23,15,97.75,8.81,7.37,29.05
2017,7,23,16,97.78,8.64,7.11,27.98
2017,7,23,17,97.83,7.9,6.34,26.75
2017,7,23,18,97.9,6.91,5.14,25.72
2017,7,23,19,97.97,6.39,4.73,25.27
2017,7,23,20,98.03,6.27,4.7,24.97
2017,7,23,21,98.06,6.76,5.01,24.81
2017,7,23,22,98.04,7.05,5.21,24.68
2017,7,23,23,97.98,7.39,5.45,24.5
2017,7,24,0,97.91,7.59,5.5,24.28
2017,7,24,1,97.85,7.81,5.6,24.12
2017,7,24,2,97.83,8.28,5.83,24.1
2017,7,24,3,97.81,8.09,5.66,24.08
2017,7,24,4,97.84,7.54,5.08,23.97
